product_id,tn
20001,678.7782385317395
20002,641.3823633797474
20003,454.0670176519361
20004,444.4025769433589
20005,378.55293893314195
20006,441.63167482662357
20007,375.15271589586916
20008,402.387621366358
20009,411.2705547051918
20010,364.6556050293407
20011,338.557377380914
20012,314.2934241175336
20013,368.4763906490447
20014,321.0509545408923
20015,258.04046347284697
20016,301.5025067502752
20017,284.9330552056361
20018,188.63707106008934
20019,267.84079858538865
20020,287.3442235693816
20021,200.3082783894635
20022,276.2776091037034
20023,193.19457222024843
20024,202.04568610739105
20025,203.619803193857
20026,204.21579883546588
20027,216.39409546625924
20028,206.8089849643747
20029,184.85405456802124
20030,147.51617450011767
20031,188.8520186434739
20032,296.26321372373866
20033,153.15078038860537
20035,174.38464466559944
20037,133.45863043825258
20038,158.17178128115174
20039,133.74618817815178
20041,136.45070657532673
20042,156.51550968718237
20043,134.366706692756
20044,146.33680543246504
20045,158.10068482934642
20046,164.01352433502348
20047,152.18258485557615
20049,151.35519016576555
20050,145.6832197446103
20051,125.87420342459183
20052,116.70111631087022
20053,169.63922487183413
20054,136.308652103896
20055,106.08250386608944
20056,99.58088327113566
20057,129.92766827852705
20058,123.31813474737103
20059,142.34219772874835
20061,128.31861416392135
20062,105.56385545149826
20063,140.96124483268517
20065,118.98759716639636
20066,137.47767905457422
20067,112.97522495932094
20068,120.60767951271576
20069,143.31613682730426
20070,109.13716329053872
20071,124.2851363667404
20072,88.5202281106551
20073,107.2442289552022
20074,97.09335587685646
20075,144.85887526697917
20076,100.58224263492767
20077,99.74922061313188
20079,51.716397667428964
20080,82.65390967961943
20081,87.79760156685526
20082,80.02196816955663
20084,114.44939312697004
20085,152.2472747417324
20086,54.152641679140615
20087,88.10663946290639
20089,140.2820476520552
20090,68.19734587432907
20091,111.55354093491748
20092,66.72066547058184
20093,77.011649119031
20094,89.97679769274212
20095,68.13910574382452
20096,68.17176565264157
20097,80.75537099878724
20099,57.49901919234599
20100,73.27174136269635
20101,78.3912291388325
20102,41.34897354392347
20103,86.68732324705003
20106,73.81204992961793
20107,91.43761587447806
20108,70.26004206742496
20109,57.262910450469995
20111,83.66670056131704
20112,77.73141458852858
20114,52.61455949645518
20116,92.09125115581453
20117,49.16680270678317
20118,55.58115752834618
20119,69.58322940374931
20120,67.78602968512253
20121,82.77304712670056
20122,75.7554980188334
20123,60.43454748911977
20124,49.516394854229304
20125,69.92259978023328
20126,91.22100514513114
20127,149.39194583704784
20129,55.49688838784058
20130,90.92777680995903
20132,61.4927539429083
20133,57.00407377506066
20134,66.5592687747543
20135,64.9490827662043
20137,47.24153136054645
20138,43.4641675090414
20139,56.46837370484831
20140,62.2692293707707
20142,57.4221307647612
20143,73.59779422867234
20144,49.127090962676675
20145,54.770287681657145
20146,43.356369306278516
20148,51.485179560575716
20150,69.93008120617401
20151,39.88543351495386
20152,46.84388564451489
20153,48.492712215352256
20155,53.26194050062554
20157,49.944706581522176
20158,54.49795590930119
20159,69.51206389404457
20160,43.67501923497352
20161,60.88045609188059
20162,41.47366189622019
20164,61.831950081147745
20166,45.4608689968052
20167,45.305206671772154
20168,23.091168896018747
20170,73.73766308620856
20174,83.33323987652187
20175,35.625257832493105
20176,43.18372337111212
20177,41.40767487471567
20179,32.31545391388879
20180,36.04218455869821
20181,41.815501973648956
20182,31.89899952556603
20183,24.03734330422798
20184,37.759587956315016
20187,36.279604739807766
20188,34.66221650937595
20189,33.573903829755906
20192,31.781008549066513
20193,38.00738752921685
20196,32.08309456288518
20197,28.40522231400594
20198,35.38718571825256
20200,35.88925463113802
20201,31.608635048314557
20202,28.244544997496615
20203,42.092710436860216
20205,35.64178729222879
20206,30.285811785898893
20207,24.506080905793805
20208,23.20079123486909
20209,27.280398740373816
20210,64.83933727287409
20211,22.313035903957555
20212,26.198144990482078
20213,70.03402667664363
20215,27.087075938494984
20216,17.398894839046328
20218,25.4732482344414
20219,24.726016918725843
20220,30.048838578063027
20222,21.811430122402022
20224,29.53452547109657
20225,23.44607860552991
20226,24.165108619321543
20227,33.254595045387745
20228,14.71824569344132
20230,23.30094304570072
20231,21.63199394927584
20232,29.841506476537507
20233,26.95471037243433
20234,19.653355699580434
20235,32.88009106830553
20236,51.36626463142867
20237,28.816694177671902
20238,27.193292367155685
20239,21.32250368228602
20240,22.011156631729328
20241,20.163432916139804
20242,16.600350496930012
20244,21.42761116280691
20246,22.77741278976981
20249,18.481699505707976
20251,20.480986650954748
