product_id,tn
20001,627.3644691133184
20002,643.9204543927306
20003,556.3773723980238
20004,475.7167128399394
20005,416.67746205183363
20006,453.37014533096135
20007,356.8170878200371
20008,383.0436138602661
20009,430.2494050866696
20010,364.7821388294794
20011,357.38538822753145
20012,308.264678461311
20013,339.49809788001863
20014,332.28936168378095
20015,232.77091879074953
20016,311.8960514886328
20017,273.983199059791
20018,184.4560303188723
20019,276.602407677441
20020,286.66082540736926
20021,199.59946754737354
20022,277.5566444653861
20023,214.354239172703
20024,180.01955668441525
20025,202.00818073675896
20026,186.1654874567381
20027,234.27934625895267
20028,189.66320539948057
20029,179.89259235205392
20030,155.36195311289933
20031,194.3974724671562
20032,314.98828236027424
20033,146.52657951179413
20035,171.83622265034077
20037,153.65373258608133
20038,134.23367008238802
20039,142.04810260961617
20041,151.07684648764493
20042,161.39219319078504
20043,133.73774007752138
20044,166.78075570608644
20045,151.51552639139805
20046,169.21030498656438
20047,159.2188836308382
20049,155.88047390826247
20050,156.09246046094782
20051,137.95757374584682
20052,105.35642061455906
20053,166.50993062588216
20054,158.44342988655
20055,97.53800581761868
20056,101.39380838819935
20057,127.64478281313438
20058,107.22413497765876
20059,146.14680400835493
20061,137.05272130458857
20062,118.67490325785951
20063,135.17763840372413
20065,127.86705346235135
20066,136.09658727974085
20067,107.94092393730156
20068,126.68219930596426
20069,135.12956257848722
20070,114.29439584634859
20071,140.45725360053478
20072,97.75381463384929
20073,104.17508675099114
20074,104.33700888999881
20075,148.46172674792413
20076,107.83972231047443
20077,98.55262948475827
20079,53.04682095035279
20080,88.51008729838834
20081,85.82488131520323
20082,87.85147943131204
20084,125.48741696244278
20085,166.19021897724332
20086,62.39402377346685
20087,85.58834490511329
20089,155.31337793016797
20090,61.51060313020188
20091,116.1896422877391
20092,70.98079861333048
20093,81.77749448931714
20094,93.23729162300725
20095,67.08194667489228
20096,67.9731356080189
20097,75.74668883049273
20099,66.25911123421027
20100,60.62582117454789
20101,80.05543231988801
20102,45.94963804342558
20103,89.28307815593885
20106,72.79699218163384
20107,98.16083495194724
20108,69.22481226586835
20109,52.4954145925795
20111,87.24017084527291
20112,75.07150675894333
20114,63.90879374052885
